X1,Street,lon,lat,group_id,min_hawker,SUBZONE_NO,SUBZONE_N,REGION_N,min_clinic,min_school,min_MRT
496,WOODLANDS CRES,103.8071187,1.43737653571429,496,768.564450200661,4,TOWNSVILLE,NORTH-EAST REGION,1227,898,1265
497,WOODLANDS CTR RD,103.7706306,1.44123465,497,787.820806745736,4,TOWNSVILLE,NORTH-EAST REGION,225,848,1169
498,WOODLANDS DR 14,103.791607578378,1.43277695405405,498,1284.18500611431,4,TOWNSVILLE,NORTH-EAST REGION,767,330,942
499,WOODLANDS DR 16,103.794658788462,1.42952636923077,499,1332.49680609007,4,TOWNSVILLE,NORTH-EAST REGION,215,463,1571
500,WOODLANDS DR 40,103.796368771429,1.44079138571429,500,490.871358754153,4,TOWNSVILLE,NORTH-EAST REGION,482,509,631
501,WOODLANDS DR 42,103.7966408,1.43782578,501,507.920387303872,2,CHENG SAN,NORTH-EAST REGION,196,466,589
502,WOODLANDS DR 44,103.79494414,1.43226914,502,1062.02315531386,2,CHENG SAN,NORTH-EAST REGION,471,707,1375
503,WOODLANDS DR 50,103.792599,1.43670257272727,503,969.330967090057,2,CHENG SAN,NORTH-EAST REGION,456,259,832
504,WOODLANDS DR 52,103.799105166667,1.43392522222222,504,687.489891593082,2,CHENG SAN,NORTH-EAST REGION,318,285,1077
505,WOODLANDS DR 53,103.796246875,1.43256215,505,953.64539656356,2,CHENG SAN,NORTH-EAST REGION,632,565,1368
506,WOODLANDS DR 60,103.799517045455,1.44675696363636,506,765.907820003408,2,CHENG SAN,NORTH-EAST REGION,380,615,917
507,WOODLANDS DR 62,103.803326772727,1.44038912727273,507,297.031108441873,2,CHENG SAN,NORTH-EAST REGION,267,254,305
508,WOODLANDS DR 70,103.79829289,1.44124409,508,304.249509942247,2,CHENG SAN,NORTH-EAST REGION,282,347,502
509,WOODLANDS DR 71,103.799521125,1.43926625,509,150.133981588271,1,BUGIS,CENTRAL REGION,519,789,216
510,WOODLANDS DR 72,103.80343228,1.44321568,510,473.775141257231,1,BUGIS,CENTRAL REGION,425,316,464
511,WOODLANDS DR 73,103.80539898,1.44160301,511,554.95002810173,2,MACPHERSON,CENTRAL REGION,513,459,551
512,WOODLANDS DR 75,103.80787217619,1.44335263333333,512,883.555904267901,2,MACPHERSON,CENTRAL REGION,876,681,914
513,WOODLANDS RING RD,103.799895563043,1.43686571956522,513,350.661491672961,2,MACPHERSON,CENTRAL REGION,603,562,527
514,WOODLANDS ST 11,103.77637698,1.43348774,514,379.292276403135,2,MACPHERSON,CENTRAL REGION,94,675,292
515,WOODLANDS ST 13,103.777287504878,1.43516174146341,515,330.822186578639,2,MACPHERSON,CENTRAL REGION,952,1302,1073
516,WOODLANDS ST 31,103.775509893333,1.43106176,516,548.95939127412,2,MACPHERSON,CENTRAL REGION,168,408,471
517,WOODLANDS ST 32,103.77968099375,1.4309803375,517,283.14452887229,2,MACPHERSON,CENTRAL REGION,44,336,787
518,WOODLANDS ST 41,103.773407439286,1.42843883214286,518,906.48773698842,2,MACPHERSON,CENTRAL REGION,340,738,586
519,WOODLANDS ST 81,103.788272672222,1.44141914444444,519,1261.60315296187,2,MACPHERSON,CENTRAL REGION,368,382,589
520,WOODLANDS ST 82,103.791213311538,1.44245946153846,520,1091.68142962133,2,MACPHERSON,CENTRAL REGION,84,446,976
521,WOODLANDS ST 83,103.792872707692,1.44043658846154,521,872.441791782165,2,MACPHERSON,CENTRAL REGION,407,265,907
522,YISHUN AVE 11,103.852880227273,1.40674929393939,522,2213.50337451497,2,MACPHERSON,CENTRAL REGION,6376,5002,6477
523,YISHUN AVE 2,103.83380262,1.42148877,523,1247.37990364583,2,MACPHERSON,CENTRAL REGION,240,562,514
524,YISHUN AVE 3,103.833084133333,1.42415616666667,524,951.867058997913,4,BANGKIT,WEST REGION,56,701,688
525,YISHUN AVE 4,103.839787422222,1.42046531481481,525,747.048204244876,4,BANGKIT,WEST REGION,213,135,1081
526,YISHUN AVE 5,103.82963077619,1.42936772380952,526,260.184140276612,4,BANGKIT,WEST REGION,264,549,733
527,YISHUN AVE 6,103.845338466667,1.43063465185185,527,624.572291409621,4,BANGKIT,WEST REGION,768,561,1387
528,YISHUN AVE 7,103.831917983333,1.43717965,528,737.042515602139,4,BANGKIT,WEST REGION,197,404,1168
529,YISHUN AVE 9,103.842047566667,1.43514408333333,529,1159.34523554276,4,BANGKIT,WEST REGION,548,454,1158
530,YISHUN CTRL,103.840784581818,1.42971703636364,530,681.559111276738,4,BANGKIT,WEST REGION,942,605,764
531,YISHUN CTRL 1,103.8373032,1.42678152857143,531,851.099692271054,4,BANGKIT,WEST REGION,191,867,472
532,YISHUN RING RD,103.837008013235,1.42689094264706,532,885.858119677913,4,BANGKIT,WEST REGION,259,848,425
533,YISHUN ST 11,103.832321624242,1.43264287878788,533,441.355002995118,4,BANGKIT,WEST REGION,212,223,607
534,YISHUN ST 20,103.834951525,1.43595415,534,870.502639224481,4,BANGKIT,WEST REGION,273,403,809
535,YISHUN ST 21,103.836728517143,1.43293818285714,535,926.304505751137,4,BANGKIT,WEST REGION,247,265,502
536,YISHUN ST 22,103.83861942963,1.43701083333333,536,1279.52459240843,4,BANGKIT,WEST REGION,259,238,1316
537,YISHUN ST 31,103.84332915,1.4297789,537,549.630917877274,4,BANGKIT,WEST REGION,1140,863,1146
538,YISHUN ST 41,103.8449309,1.42002654,538,552.26740317532,4,BANGKIT,WEST REGION,1017,368,1659
539,YISHUN ST 61,103.83740402439,1.4202833804878,539,970.519602595518,4,BANGKIT,WEST REGION,366,444,726
540,YISHUN ST 71,103.829324561111,1.42648421111111,540,555.779505219139,4,BANGKIT,WEST REGION,236,326,884
541,YISHUN ST 72,103.833280259259,1.42737244074074,541,693.986238997376,4,BANGKIT,WEST REGION,104,508,349
542,YISHUN ST 81,103.834948125,1.41448318409091,542,1595.6631874021,3,COMMONWEALTH,CENTRAL REGION,193,551,483
543,YUAN CHING RD,103.72396165,1.3359092,543,308.454677937346,3,COMMONWEALTH,CENTRAL REGION,602,843,1238
544,YUNG AN RD,103.7206165375,1.336428925,544,226.896993150883,3,COMMONWEALTH,CENTRAL REGION,399,522,1089
545,YUNG HO RD,103.721206975,1.3273169,545,804.906431219772,3,COMMONWEALTH,CENTRAL REGION,147,678,2280
546,YUNG KUANG RD,103.722185966667,1.33097926666667,546,406.011046833578,3,COMMONWEALTH,CENTRAL REGION,286,386,1787
547,YUNG LOH RD,103.722157225,1.328328675,547,695.900087708578,3,COMMONWEALTH,CENTRAL REGION,308,516,2119
548,YUNG PING RD,103.722057071429,1.32991238571429,548,520.601007605475,4,BEDOK NORTH,EAST REGION,419,411,1920
549,YUNG SHENG RD,103.721723675,1.3335647625,549,115.543016565409,4,BEDOK NORTH,EAST REGION,256,655,1488
550,ZION RD,103.85620625,1.30472215,550,297.935120921141,4,BEDOK NORTH,EAST REGION,460,595,237
